"play_id","session_id","content_id","skipped","seconds_played"
"P00013123","SS00004639","C015854","",197
"P00013124","SS00004639","C022659","",129
"P00013125","SS00004640","C033030",1,19
"P00013126","SS00004640","C024092",1,26
"P00013127","SS00004641","C016082","",996
"P00013128","SS00004641","C001181","",89
"P00013129","SS00004642","C031961","",217
"P00013130","SS00004642","C012934","",89
"P00013131","SS00004643","C015771","",425
"P00013132","SS00004643","C001661","",299
"P00013133","SS00004643","C005181","",220
"P00013134","SS00004643","C006579",1,43
"P00013135","SS00004644","C007871",1,16
"P00013136","SS00004644","C022445","",630
"P00013137","SS00004644","C010893",1,7
"P00013138","SS00004644","C023926","",224
"P00013139","SS00004644","C012005","",109
"P00013140","SS00004645","C031031","",241
"P00013141","SS00004645","C027616","",260
"P00013142","SS00004645","C031614","",182
"P00013143","SS00004645","C001602","",163
"P00013144","SS00004646","C021976",1,34
"P00013145","SS00004646","C009494","",111
"P00013146","SS00004647","C002420","",165
"P00013147","SS00004647","C018102",1,5
"P00013148","SS00004648","C010351",1,24
"P00013149","SS00004648","C003805","",161
"P00013150","SS00004648","C032694",1,9
"P00013151","SS00004649","C002110",1,5
"P00013152","SS00004649","C027046","",230
"P00013153","SS00004649","C000926","",1891
"P00013154","SS00004650","C024756",1,32
"P00013155","SS00004650","C022167","",2321
"P00013156","SS00004650","C009567","",193
"P00013157","SS00004651","C031339",1,37
"P00013158","SS00004651","C027607","",274
"P00013159","SS00004651","C003242",1,16
"P00013160","SS00004651","C030912","",190
"P00013161","SS00004652","C026805","",124
"P00013162","SS00004652","C024281","",106
"P00013163","SS00004652","C018146",1,38
"P00013164","SS00004653","C028643","",935
"P00013165","SS00004653","C022335","",1329
"P00013166","SS00004653","C019239","",2973
"P00013167","SS00004654","C000956",1,11
"P00013168","SS00004654","C025175","",230
"P00013169","SS00004655","C013259","",136
"P00013170","SS00004655","C014781","",113
"P00013171","SS00004655","C024040",1,35
"P00013172","SS00004656","C020933","",196
"P00013173","SS00004656","C003854","",149
"P00013174","SS00004656","C033854","",1901
"P00013175","SS00004657","C024004","",231
"P00013176","SS00004657","C012083","",252
"P00013177","SS00004657","C002263","",236
"P00013178","SS00004658","C023022","",227
"P00013179","SS00004658","C001334","",2942
"P00013180","SS00004658","C018443","",903
"P00013181","SS00004659","C005216","",1514
"P00013182","SS00004659","C012049","",187
"P00013183","SS00004659","C009784","",167
"P00013184","SS00004660","C027797",1,28
"P00013185","SS00004660","C025338","",216
"P00013186","SS00004660","C005846",1,38
"P00013187","SS00004661","C028499",1,20
"P00013188","SS00004661","C000337","",249
"P00013189","SS00004662","C007079","",165
"P00013190","SS00004662","C009533","",630
"P00013191","SS00004663","C020910","",743
"P00013192","SS00004663","C031032","",175
"P00013193","SS00004664","C023951","",152
"P00013194","SS00004664","C011002","",1017
"P00013195","SS00004664","C001386",1,32
"P00013196","SS00004665","C015569","",106
"P00013197","SS00004665","C029992","",172
"P00013198","SS00004666","C030678",1,24
"P00013199","SS00004666","C018570","",1892
"P00013200","SS00004667","C022701",1,44
"P00013201","SS00004667","C009903","",279
"P00013202","SS00004667","C009591","",1595
"P00013203","SS00004668","C030850",1,5
"P00013204","SS00004668","C031033","",132
"P00013205","SS00004668","C030470",1,11
"P00013206","SS00004668","C011468","",236
"P00013207","SS00004669","C019999","",877
"P00013208","SS00004669","C021842","",168
"P00013209","SS00004669","C018511","",281
"P00013210","SS00004670","C009570","",1527
"P00013211","SS00004670","C007974",1,31
"P00013212","SS00004670","C030019","",164
"P00013213","SS00004671","C025634","",1969
"P00013214","SS00004671","C009214","",136
"P00013215","SS00004671","C015845","",1977
"P00013216","SS00004671","C013014","",121
"P00013217","SS00004672","C005544","",172
"P00013218","SS00004672","C001969",1,18
"P00013219","SS00004673","C008971","",1627
"P00013220","SS00004673","C030998","",181
"P00013221","SS00004673","C020380","",969
"P00013222","SS00004673","C007315","",235
"P00013223","SS00004674","C017262","",210
"P00013224","SS00004674","C005478","",203
"P00013225","SS00004674","C022484","",186
"P00013226","SS00004675","C019533","",262
"P00013227","SS00004675","C004890","",143
"P00013228","SS00004675","C021516","",137
"P00013229","SS00004675","C028635","",98
"P00013230","SS00004676","C016843","",262
"P00013231","SS00004676","C012490","",176
"P00013232","SS00004676","C025005","",116
"P00013233","SS00004676","C026525","",166
"P00013234","SS00004676","C030724","",1602
"P00013235","SS00004677","C033248","",325
"P00013236","SS00004677","C024181","",130
"P00013237","SS00004678","C013849","",2045
"P00013238","SS00004678","C017338","",102
"P00013239","SS00004679","C004405","",226
"P00013240","SS00004679","C027995","",173
"P00013241","SS00004679","C017623",1,13
"P00013242","SS00004679","C000008",1,16
"P00013243","SS00004680","C022643","",174
"P00013244","SS00004680","C000211","",2208
"P00013245","SS00004681","C023509","",1204
"P00013246","SS00004681","C023381","",224
"P00013247","SS00004682","C023277","",1440
"P00013248","SS00004682","C018178","",188
"P00013249","SS00004683","C008150",1,10
"P00013250","SS00004683","C031295",1,38
"P00013251","SS00004683","C026071","",117
"P00013252","SS00004684","C013585","",203
"P00013253","SS00004684","C023042","",218
"P00013254","SS00004684","C012858","",1355
"P00013255","SS00004685","C026951",1,29
"P00013256","SS00004685","C014066",1,44
"P00013257","SS00004685","C020249",1,15
"P00013258","SS00004685","C021887","",207
"P00013259","SS00004685","C001976",1,23
"P00013260","SS00004686","C030613",1,27
"P00013261","SS00004686","C021767","",96
"P00013262","SS00004687","C003386","",110
"P00013263","SS00004687","C008556","",1970
"P00013264","SS00004687","C015402","",378
"P00013265","SS00004687","C002941",1,39
"P00013266","SS00004688","C003909",1,26
"P00013267","SS00004688","C009727",1,5
"P00013268","SS00004688","C016313",1,9
"P00013269","SS00004689","C027624","",962
"P00013270","SS00004689","C003317",1,41
"P00013271","SS00004689","C017043","",106
"P00013272","SS00004690","C019194",1,20
"P00013273","SS00004690","C023327","",301
"P00013274","SS00004691","C031380",1,40
"P00013275","SS00004691","C031592","",629
"P00013276","SS00004691","C032509","",1573
"P00013277","SS00004691","C007609","",145
"P00013278","SS00004692","C033616",1,26
"P00013279","SS00004692","C017462","",1377
"P00013280","SS00004693","C016913","",164
"P00013281","SS00004693","C009698","",225
"P00013282","SS00004694","C015247","",271
"P00013283","SS00004694","C020717",1,30
"P00013284","SS00004694","C024640","",163
"P00013285","SS00004695","C031640","",103
"P00013286","SS00004695","C013134","",210
"P00013287","SS00004696","C019681",1,39
"P00013288","SS00004696","C014715","",207
"P00013289","SS00004696","C022084","",226
"P00013290","SS00004697","C009278","",120
"P00013291","SS00004697","C028684","",123
"P00013292","SS00004697","C006255","",111
"P00013293","SS00004698","C007668","",1270
"P00013294","SS00004698","C016299","",139
"P00013295","SS00004698","C016442","",215
"P00013296","SS00004698","C014397","",114
"P00013297","SS00004699","C014103","",767
"P00013298","SS00004699","C008977","",136
"P00013299","SS00004699","C024284","",573
"P00013300","SS00004700","C010380","",255
"P00013301","SS00004700","C021127","",249
"P00013302","SS00004701","C004315","",1395
"P00013303","SS00004701","C012478","",138
"P00013304","SS00004701","C028379","",184
"P00013305","SS00004702","C021638",1,15
"P00013306","SS00004702","C006858","",1206
"P00013307","SS00004703","C017726",1,40
"P00013308","SS00004703","C012497","",1370
"P00013309","SS00004703","C017832","",173
"P00013310","SS00004704","C031486","",200
"P00013311","SS00004704","C018392","",562
"P00013312","SS00004705","C027634",1,33
"P00013313","SS00004705","C016319","",166
"P00013314","SS00004706","C011262","",148
"P00013315","SS00004706","C019449","",254
"P00013316","SS00004706","C010775","",253
"P00013317","SS00004707","C012402","",196
"P00013318","SS00004707","C026716","",100
"P00013319","SS00004707","C004599","",1665
"P00013320","SS00004707","C004605","",209
"P00013321","SS00004708","C015088",1,30
"P00013322","SS00004708","C016019","",1420
"P00013323","SS00004709","C029968","",1029
"P00013324","SS00004709","C015991","",146
"P00013325","SS00004710","C017308","",170
"P00013326","SS00004710","C021309","",205
"P00013327","SS00004710","C006573",1,34
"P00013328","SS00004710","C022414","",118
"P00013329","SS00004710","C019961","",942
"P00013330","SS00004711","C028199","",167
"P00013331","SS00004711","C018006","",410
"P00013332","SS00004712","C024827","",150
"P00013333","SS00004712","C001548","",1554
"P00013334","SS00004712","C015991","",110
"P00013335","SS00004713","C000365","",121
"P00013336","SS00004713","C026798","",753
"P00013337","SS00004713","C011061","",215
"P00013338","SS00004713","C011781","",229
"P00013339","SS00004714","C005490","",124
"P00013340","SS00004714","C023971","",292
"P00013341","SS00004715","C023746",1,12
"P00013342","SS00004715","C015766","",112
"P00013343","SS00004715","C001430","",127
"P00013344","SS00004715","C028972","",262
"P00013345","SS00004716","C028474",1,32
"P00013346","SS00004716","C021132","",883
"P00013347","SS00004717","C013851","",216
"P00013348","SS00004717","C023855","",1325
"P00013349","SS00004717","C010152",1,25
"P00013350","SS00004718","C005278","",111
"P00013351","SS00004718","C001061","",313
"P00013352","SS00004718","C021891","",134
"P00013353","SS00004719","C020826",1,6
"P00013354","SS00004719","C019750","",411
"P00013355","SS00004720","C031843","",156
"P00013356","SS00004720","C010007",1,29
"P00013357","SS00004720","C027744","",464
"P00013358","SS00004721","C002733","",185
"P00013359","SS00004721","C000321","",255
"P00013360","SS00004721","C008207","",123
"P00013361","SS00004721","C031065","",161
"P00013362","SS00004722","C025010","",1468
"P00013363","SS00004722","C007326","",623
"P00013364","SS00004722","C031573","",195
"P00013365","SS00004722","C000762","",1862
"P00013366","SS00004723","C009605",1,7
"P00013367","SS00004723","C026318",1,7
"P00013368","SS00004724","C021558",1,15
"P00013369","SS00004724","C025681","",2107
"P00013370","SS00004724","C027655",1,29
"P00013371","SS00004724","C002479",1,13
"P00013372","SS00004725","C020308","",1540
"P00013373","SS00004725","C017544",1,41
"P00013374","SS00004725","C003459","",151
"P00013375","SS00004725","C031931",1,34
"P00013376","SS00004726","C000174","",1600
"P00013377","SS00004726","C031953","",1062
"P00013378","SS00004726","C005348","",221
"P00013379","SS00004726","C026468","",247
"P00013380","SS00004727","C025467",1,13
"P00013381","SS00004727","C012288","",149
"P00013382","SS00004728","C003414","",118
"P00013383","SS00004728","C000526","",955
"P00013384","SS00004728","C022784","",997
"P00013385","SS00004728","C001478","",251
"P00013386","SS00004729","C026497","",152
"P00013387","SS00004729","C022129","",258
"P00013388","SS00004730","C020989",1,27
"P00013389","SS00004730","C022601",1,39
"P00013390","SS00004730","C016223","",633
"P00013391","SS00004731","C022095",1,38
"P00013392","SS00004731","C000383","",226
"P00013393","SS00004731","C016170","",144
"P00013394","SS00004732","C013778","",219
"P00013395","SS00004732","C031836",1,30
"P00013396","SS00004733","C001164","",105
"P00013397","SS00004733","C011410","",260
"P00013398","SS00004733","C009693","",1536
"P00013399","SS00004734","C016383","",111
"P00013400","SS00004734","C008836","",1326
"P00013401","SS00004734","C026459","",116
"P00013402","SS00004734","C006510","",154
"P00013403","SS00004734","C010128","",346
"P00013404","SS00004735","C009697","",645
"P00013405","SS00004735","C021370",1,19
"P00013406","SS00004735","C019911",1,29
"P00013407","SS00004736","C008038","",176
"P00013408","SS00004736","C004967",1,24
"P00013409","SS00004736","C014934","",110
"P00013410","SS00004737","C015654","",125
"P00013411","SS00004737","C017945","",215
"P00013412","SS00004738","C017793","",97
"P00013413","SS00004738","C000897","",1601
"P00013414","SS00004739","C003461","",163
"P00013415","SS00004739","C021506","",209
"P00013416","SS00004740","C004742",1,32
"P00013417","SS00004740","C016849","",2077
"P00013418","SS00004741","C014078","",1552
"P00013419","SS00004741","C032747","",230
"P00013420","SS00004741","C013336","",2057
"P00013421","SS00004741","C032957","",109
"P00013422","SS00004742","C032939","",1151
"P00013423","SS00004742","C010943","",172
"P00013424","SS00004742","C015856","",1950
"P00013425","SS00004742","C022127",1,32
"P00013426","SS00004742","C018889",1,15
"P00013427","SS00004743","C017387",1,38
"P00013428","SS00004743","C033638","",133
"P00013429","SS00004743","C007431","",248
"P00013430","SS00004744","C014073","",1096
"P00013431","SS00004744","C021680","",184
"P00013432","SS00004744","C033370",1,26
"P00013433","SS00004744","C015960","",512
"P00013434","SS00004744","C003083",1,41
"P00013435","SS00004745","C010109","",188
"P00013436","SS00004745","C024799","",181
"P00013437","SS00004745","C029978","",220
"P00013438","SS00004746","C002540","",217
"P00013439","SS00004746","C018968","",852
"P00013440","SS00004746","C004338","",159
"P00013441","SS00004746","C004470","",997
"P00013442","SS00004746","C017257","",257
"P00013443","SS00004747","C014815","",987
"P00013444","SS00004747","C026127","",663
"P00013445","SS00004747","C026221","",310
"P00013446","SS00004748","C014530","",128
"P00013447","SS00004748","C015633",1,7
"P00013448","SS00004748","C013007","",217
"P00013449","SS00004748","C000509","",204
"P00013450","SS00004749","C022249","",255
"P00013451","SS00004749","C027412","",977
"P00013452","SS00004750","C003643","",1261
"P00013453","SS00004750","C006808",1,41
"P00013454","SS00004750","C026705","",1136
"P00013455","SS00004750","C008025",1,16
"P00013456","SS00004750","C017230","",150
"P00013457","SS00004751","C004735","",1172
"P00013458","SS00004751","C019626","",118
"P00013459","SS00004751","C008668",1,13
"P00013460","SS00004751","C008104","",850
"P00013461","SS00004751","C004420","",156
"P00013462","SS00004752","C009802","",1482
"P00013463","SS00004752","C018384","",280
"P00013464","SS00004752","C029602","",1292
"P00013465","SS00004753","C022941","",131
"P00013466","SS00004753","C026067",1,20
"P00013467","SS00004754","C005852","",244
"P00013468","SS00004754","C018810","",207
"P00013469","SS00004755","C011151","",134
"P00013470","SS00004755","C016986","",182
"P00013471","SS00004756","C030242","",138
"P00013472","SS00004756","C032291","",1319
"P00013473","SS00004757","C031567","",417
"P00013474","SS00004757","C006395",1,11
"P00013475","SS00004758","C020013",1,44
"P00013476","SS00004758","C008301","",468
"P00013477","SS00004758","C009275","",152
"P00013478","SS00004759","C007530","",1277
"P00013479","SS00004759","C029329","",1310
"P00013480","SS00004759","C000807","",185
"P00013481","SS00004760","C029436",1,25
"P00013482","SS00004760","C032326",1,14
"P00013483","SS00004761","C017367","",203
"P00013484","SS00004761","C017993","",198
"P00013485","SS00004761","C007768",1,34
"P00013486","SS00004761","C032953",1,30
